"covariateId","covariateName","analysisId","conceptId","covariateValue"
915612504,"procedure_occurrence during day -30 through 0 days relative to index: Hiv antigen/antibody, combination assay, screening",504,915612,0.620046861276786
4081560504,"procedure_occurrence during day -30 through 0 days relative to index: Plain X-ray of femur",504,4081560,0.493824143259202
948078410,"drug_era group during day -365 through 0 days relative to index: pantoprazole",410,948078,0.372519326441892
42341713704,"measurement during day -30 through 0 days relative to index: Glucose,Diagnostic and laboratory test qualitative addition(3%)",704,42341713,0.338705244683472
37016875504,"procedure_occurrence during day -30 through 0 days relative to index: Plain radiography of pelvis",504,37016875,0.273692471290685
30214211712,"measurement below normal range during day -30 through 0 days relative to index: Base excess standard in Arterial blood by calculation",712,3021421,0.246553740199589
30199772712,"measurement within normal range during day -30 through 0 days relative to index: pH of Arterial blood",712,3019977,0.233473049726067
21605008412,"drug_era group during day -30 through 0 days relative to index: NASAL PREPARATIONS",412,21605008,-0.226105471515979
30020302712,"measurement within normal range during day -30 through 0 days relative to index: Lymphocytes/100 leukocytes in Blood",712,3002030,-0.166629577503252
21602163412,"drug_era group during day -30 through 0 days relative to index: Corticosteroids, moderately potent, combinations with antibiotics",412,21602163,-0.157294122593972
21601701412,"drug_era group during day -30 through 0 days relative to index: BETA BLOCKING AGENTS AND THIAZIDES",412,21601701,0.151504741448991
423407892710,"measurement within normal range during day -365 through 0 days relative to index: RA factor,Diagnostic and laboratory test qualitative addition(3%)",710,42340789,-0.129209982698137
21604296413,"drug_era group during day 0 through 0 days relative to index: Other opioids",413,21604296,0.114648651289088
30045013712,"measurement above normal range during day -30 through 0 days relative to index: Glucose [Mass/volume] in Serum or Plasma",712,3004501,0.104372759535262
21601461413,"drug_era group during day 0 through 0 days relative to index: DIURETICS",413,21601461,0.0974393763516002
42342002704,"measurement during day -30 through 0 days relative to index: HIV Ag/Ab,Diagnostic and laboratory test qualitative addition(3%)",704,42342002,0.0872763451460564
21603274410,"drug_era group during day -365 through 0 days relative to index: Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",410,21603274,-0.0839984275838675
21600095410,"drug_era group during day -365 through 0 days relative to index: Proton pump inhibitors",410,21600095,0.0759394857198761
