"covariateId","columnId","covariateName","analysisId","conceptId","covariateValue","included"
3,1,"age group:   0 -   4",3,0,0,0
1003,2,"age group:   5 -   9",3,0,0,0
1007,3,"index month: 1",7,0,0,0
2003,4,"age group:  10 -  14",3,0,0,0
2007,5,"index month: 2",7,0,0,0
3003,6,"age group:  15 -  19",3,0,0,0
3007,7,"index month: 3",7,0,0,0
4003,8,"age group:  20 -  24",3,0,0,0
4007,9,"index month: 4",7,0,0,0
5003,10,"age group:  25 -  29",3,0,0,0
6003,11,"age group:  30 -  34",3,0,0,0
6007,12,"index month: 6",7,0,0.00248153251941186,1
7003,13,"age group:  35 -  39",3,0,0,0
7007,14,"index month: 7",7,0,0,0
8003,15,"age group:  40 -  44",3,0,0,0
8007,16,"index month: 8",7,0,0.00124437247598373,1
9003,17,"age group:  45 -  49",3,0,0,0
9007,18,"index month: 9",7,0,0,0
10003,19,"age group:  50 -  54",3,0,0,0
10007,20,"index month: 10",7,0,0.000950203621866499,1
11003,21,"age group:  55 -  59",3,0,0,0
11007,22,"index month: 11",7,0,0,0
12007,23,"index month: 12",7,0,0,0
13003,24,"age group:  65 -  69",3,0,0,0
14003,25,"age group:  70 -  74",3,0,0,0
15003,26,"age group:  75 -  79",3,0,0,0
16003,27,"age group:  80 -  84",3,0,0,0
17003,28,"age group:  85 -  89",3,0,0,0
18003,29,"age group:  90 -  94",3,0,0,0
19003,30,"age group:  95 -  99",3,0,0,0
20003,31,"age group: 100 - 104",3,0,0,0
8532001,32,"gender = FEMALE",1,8532,0.00143166786228884,1
8552004,33,"race = Unknown",4,8552,0,0
22350210,34,"condition_era group during day -365 through 0 days relative to index: Edema of larynx",210,22350,0,0
23245210,35,"condition_era group during day -365 through 0 days relative to index: Esophageal bleeding",210,23245,0,0
23245212,36,"condition_era group during day -30 through 0 days relative to index: Esophageal bleeding",212,23245,0,0
23325210,37,"condition_era group during day -365 through 0 days relative to index: Heartburn",210,23325,0,0
23325212,38,"condition_era group during day -30 through 0 days relative to index: Heartburn",212,23325,0,0
23731210,39,"condition_era group during day -365 through 0 days relative to index: Benign neoplasm of larynx",210,23731,0,0
23798210,40,"condition_era group during day -365 through 0 days relative to index: Acute laryngopharyngitis",210,23798,0,0
24134210,41,"condition_era group during day -365 through 0 days relative to index: Neck pain",210,24134,0,0
24134212,42,"condition_era group during day -30 through 0 days relative to index: Neck pain",212,24134,0,0
24230210,43,"condition_era group during day -365 through 0 days relative to index: Foreign body in larynx",210,24230,0,0
24230212,44,"condition_era group during day -30 through 0 days relative to index: Foreign body in larynx",212,24230,0,0
24609210,45,"condition_era group during day -365 through 0 days relative to index: Hypoglycemia",210,24609,0,0
24609212,46,"condition_era group during day -30 through 0 days relative to index: Hypoglycemia",212,24609,0,0
24660210,47,"condition_era group during day -365 through 0 days relative to index: Acute tonsillitis",210,24660,0,0
24660212,48,"condition_era group during day -30 through 0 days relative to index: Acute tonsillitis",212,24660,0,0
24966210,49,"condition_era group during day -365 through 0 days relative to index: Esophageal varices",210,24966,0,0
24966212,50,"condition_era group during day -30 through 0 days relative to index: Esophageal varices",212,24966,0,0
24969210,51,"condition_era group during day -365 through 0 days relative to index: Laryngitis",210,24969,0,0
24969212,52,"condition_era group during day -30 through 0 days relative to index: Laryngitis",212,24969,0,0
24970210,53,"condition_era group during day -365 through 0 days relative to index: Chronic laryngitis",210,24970,0,0
25297210,54,"condition_era group during day -365 through 0 days relative to index: Acute pharyngitis",210,25297,0,0
25297212,55,"condition_era group during day -30 through 0 days relative to index: Acute pharyngitis",212,25297,0,0
25844210,56,"condition_era group during day -365 through 0 days relative to index: Ulcer of esophagus",210,25844,0,0
25844212,57,"condition_era group during day -30 through 0 days relative to index: Ulcer of esophagus",212,25844,0,0
26378210,58,"condition_era group during day -365 through 0 days relative to index: Hyperpituitarism",210,26378,0,0
26727210,59,"condition_era group during day -365 through 0 days relative to index: Hematemesis",210,26727,0,0
26727212,60,"condition_era group during day -30 through 0 days relative to index: Hematemesis",212,26727,0,0
27587210,61,"condition_era group during day -365 through 0 days relative to index: Disturbance of salivary secretion",210,27587,0,0
27587212,62,"condition_era group during day -30 through 0 days relative to index: Disturbance of salivary secretion",212,27587,0,0
28779210,63,"condition_era group during day -365 through 0 days relative to index: Bleeding esophageal varices",210,28779,0,0
28779212,64,"condition_era group during day -30 through 0 days relative to index: Bleeding esophageal varices",212,28779,0,0
28974210,65,"condition_era group during day -365 through 0 days relative to index: Candidiasis of the esophagus",210,28974,0,0
28974212,66,"condition_era group during day -30 through 0 days relative to index: Candidiasis of the esophagus",212,28974,0,0
29735210,67,"condition_era group during day -365 through 0 days relative to index: Candidiasis of mouth",210,29735,0,0
29735212,68,"condition_era group during day -30 through 0 days relative to index: Candidiasis of mouth",212,29735,0,0
30133210,69,"condition_era group during day -365 through 0 days relative to index: Acute laryngitis",210,30133,0,0
30133212,70,"condition_era group during day -30 through 0 days relative to index: Acute laryngitis",212,30133,0,0
30234210,71,"condition_era group during day -365 through 0 days relative to index: Neck sprain",210,30234,0,0
30234212,72,"condition_era group during day -30 through 0 days relative to index: Neck sprain",212,30234,0,0
30346210,73,"condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of neck",210,30346,0,0
30346212,74,"condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of neck",212,30346,0,0
30361210,75,"condition_era group during day -365 through 0 days relative to index: Hypoglycemic disorder",210,30361,0,0
30361212,76,"condition_era group during day -30 through 0 days relative to index: Hypoglycemic disorder",212,30361,0,0
30437210,77,"condition_era group during day -365 through 0 days relative to index: Gastro-esophageal reflux disease with esophagitis",210,30437,0,0
30437212,78,"condition_era group during day -30 through 0 days relative to index: Gastro-esophageal reflux disease with esophagitis",212,30437,0,0
30679210,79,"condition_era group during day -365 through 0 days relative to index: Benign neoplasm of major salivary gland",210,30679,0,0
30753210,80,"condition_era group during day -365 through 0 days relative to index: Esophagitis",210,30753,0,0
30753212,81,"condition_era group during day -30 through 0 days relative to index: Esophagitis",212,30753,0,0
30968210,82,"condition_era group during day -365 through 0 days relative to index: Diabetes insipidus",210,30968,0,0
30968212,83,"condition_era group during day -30 through 0 days relative to index: Diabetes insipidus",212,30968,0,0
31317210,84,"condition_era group during day -365 through 0 days relative to index: Dysphagia",210,31317,0,0
31317212,85,"condition_era group during day -30 through 0 days relative to index: Dysphagia",212,31317,0,0
31317502,86,"procedure_occurrence during day -365 through 0 days relative to index: Dysphagia",502,31317,0,0
31317504,87,"procedure_occurrence during day -30 through 0 days relative to index: Dysphagia",504,31317,0,0
72410210,88,"condition_era group during day -365 through 0 days relative to index: Infection of bone",210,72410,0,0
72410212,89,"condition_era group during day -30 through 0 days relative to index: Infection of bone",212,72410,0,0
72459210,90,"condition_era group during day -365 through 0 days relative to index: Closed fracture of two ribs",210,72459,0,0
72576210,91,"condition_era group during day -365 through 0 days relative to index: Benign tumor of breast",210,72576,0,0
72576212,92,"condition_era group during day -30 through 0 days relative to index: Benign tumor of breast",212,72576,0,0
72737210,93,"condition_era group during day -365 through 0 days relative to index: Microcalcifications of the breast",210,72737,0,0
73001210,94,"condition_era group during day -365 through 0 days relative to index: Myositis",210,73001,0,0
73001212,95,"condition_era group during day -30 through 0 days relative to index: Myositis",212,73001,0,0
73008210,96,"condition_era group during day -365 through 0 days relative to index: Enthesopathy",210,73008,0,0
73075210,97,"condition_era group during day -365 through 0 days relative to index: Contusion of upper limb",210,73075,0,0
73075212,98,"condition_era group during day -30 through 0 days relative to index: Contusion of upper limb",212,73075,0,0
73090210,99,"condition_era group during day -365 through 0 days relative to index: Contusion of foot",210,73090,0,0
73090212,100,"condition_era group during day -30 through 0 days relative to index: Contusion of foot",212,73090,0,0
73553210,101,"condition_era group during day -365 through 0 days relative to index: Arthropathy",210,73553,0,0
73553212,102,"condition_era group during day -30 through 0 days relative to index: Arthropathy",212,73553,0,0
73571210,103,"condition_era group during day -365 through 0 days relative to index: Pathological fracture",210,73571,0,0
73571212,104,"condition_era group during day -30 through 0 days relative to index: Pathological fracture",212,73571,0,0
73574210,105,"condition_era group during day -365 through 0 days relative to index: Nonunion of fracture",210,73574,0,0
73574212,106,"condition_era group during day -30 through 0 days relative to index: Nonunion of fracture",212,73574,0,0
73575210,107,"condition_era group during day -365 through 0 days relative to index: Deformity of toe",210,73575,0,0
73575212,108,"condition_era group during day -30 through 0 days relative to index: Deformity of toe",212,73575,0,0
73649210,109,"condition_era group during day -365 through 0 days relative to index: Contusion of finger",210,73649,0,0
73754210,110,"condition_era group during day -365 through 0 days relative to index: Restless legs",210,73754,0,0
73754212,111,"condition_era group during day -30 through 0 days relative to index: Restless legs",212,73754,0,0
73884210,112,"condition_era group during day -365 through 0 days relative to index: Closed fracture of three ribs",210,73884,0,0
74082210,113,"condition_era group during day -365 through 0 days relative to index: Acontractile detrusor",210,74082,0,0
74125210,114,"condition_era group during day -365 through 0 days relative to index: Inflammatory polyarthropathy",210,74125,0,0
74125212,115,"condition_era group during day -30 through 0 days relative to index: Inflammatory polyarthropathy",212,74125,0,0
74138210,116,"condition_era group during day -365 through 0 days relative to index: Pathological fracture of vertebra",210,74138,0,0
74138212,117,"condition_era group during day -30 through 0 days relative to index: Pathological fracture of vertebra",212,74138,0,0
74188210,118,"condition_era group during day -365 through 0 days relative to index: Closed fracture of rib",210,74188,0,0
74188212,119,"condition_era group during day -30 through 0 days relative to index: Closed fracture of rib",212,74188,0,0
74194210,120,"condition_era group during day -365 through 0 days relative to index: Sprain of spinal ligament",210,74194,0,0
74194212,121,"condition_era group during day -30 through 0 days relative to index: Sprain of spinal ligament",212,74194,0,0
74250210,122,"condition_era group during day -365 through 0 days relative to index: Burn of foot",210,74250,0,0
74250212,123,"condition_era group during day -30 through 0 days relative to index: Burn of foot",212,74250,0,0
74396210,124,"condition_era group during day -365 through 0 days relative to index: Temporomandibular joint disorder",210,74396,0,0
74582210,125,"condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of rectum",210,74582,0,0
74582212,126,"condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of rectum",212,74582,0,0
74635210,127,"condition_era group during day -365 through 0 days relative to index: Lumbosacral radiculopathy",210,74635,0,0
74635212,128,"condition_era group during day -30 through 0 days relative to index: Lumbosacral radiculopathy",212,74635,0,0
74719210,129,"condition_era group during day -365 through 0 days relative to index: Ulcer of foot",210,74719,0,0
74719212,130,"condition_era group during day -30 through 0 days relative to index: Ulcer of foot",212,74719,0,0
74723210,131,"condition_era group during day -365 through 0 days relative to index: Arthropathy associated with a neurological disorder",210,74723,0,0
74723212,132,"condition_era group during day -30 through 0 days relative to index: Arthropathy associated with a neurological disorder",212,74723,0,0
74726210,133,"condition_era group during day -365 through 0 days relative to index: Dislocation of joint",210,74726,0,0
74726212,134,"condition_era group during day -30 through 0 days relative to index: Dislocation of joint",212,74726,0,0
74786210,135,"condition_era group during day -365 through 0 days relative to index: Internal injury of chest",210,74786,0,0
74855210,136,"condition_era group during day -365 through 0 days relative to index: Genital herpes simplex",210,74855,0,0
74892210,137,"condition_era group during day -365 through 0 days relative to index: Articular gout",210,74892,0,0
74892212,138,"condition_era group during day -30 through 0 days relative to index: Articular gout",212,74892,0,0
75043210,139,"condition_era group during day -365 through 0 days relative to index: Hemarthrosis of knee",210,75043,0,0
75053210,140,"condition_era group during day -365 through 0 days relative to index: Fracture of bone",210,75053,0,0
75053212,141,"condition_era group during day -30 through 0 days relative to index: Fracture of bone",212,75053,0,0
75091210,142,"condition_era group during day -365 through 0 days relative to index: Closed fracture of carpal bone",210,75091,0,0
75095210,143,"condition_era group during day -365 through 0 days relative to index: Closed fracture of ankle",210,75095,0,0
75095212,144,"condition_era group during day -30 through 0 days relative to index: Closed fracture of ankle",212,75095,0,0
75121210,145,"condition_era group during day -365 through 0 days relative to index: Burn of lower leg",210,75121,0,0
75344210,146,"condition_era group during day -365 through 0 days relative to index: Intervertebral disc disorder",210,75344,0,0
75344212,147,"condition_era group during day -30 through 0 days relative to index: Intervertebral disc disorder",212,75344,0,0
75512210,148,"condition_era group during day -365 through 0 days relative to index: Carcinoma in situ of colon",210,75512,0,0
75576210,149,"condition_era group during day -365 through 0 days relative to index: Irritable bowel syndrome",210,75576,0,0
75576212,150,"condition_era group during day -30 through 0 days relative to index: Irritable bowel syndrome",212,75576,0,0
75617210,151,"condition_era group during day -365 through 0 days relative to index: Degenerative joint disease involving multiple joints",210,75617,0,0
75617212,152,"condition_era group during day -30 through 0 days relative to index: Degenerative joint disease involving multiple joints",212,75617,0,0
75634210,153,"condition_era group during day -365 through 0 days relative to index: Fracture malunion",210,75634,0,0
75650210,154,"condition_era group during day -365 through 0 days relative to index: Proteinuria",210,75650,0,0
75650212,155,"condition_era group during day -30 through 0 days relative to index: Proteinuria",212,75650,0,0
75860210,156,"condition_era group during day -365 through 0 days relative to index: Constipation",210,75860,0,0
75860212,157,"condition_era group during day -30 through 0 days relative to index: Constipation",212,75860,0,0
75863210,158,"condition_era group during day -365 through 0 days relative to index: Chronic interstitial cystitis",210,75863,0,0
75863212,159,"condition_era group during day -30 through 0 days relative to index: Chronic interstitial cystitis",212,75863,0,0
75897210,160,"condition_era group during day -365 through 0 days relative to index: Polyarthropathy",210,75897,0,0
75897212,161,"condition_era group during day -30 through 0 days relative to index: Polyarthropathy",212,75897,0,0
75924210,162,"condition_era group during day -365 through 0 days relative to index: Osteodystrophy",210,75924,0,0
75924212,163,"condition_era group during day -30 through 0 days relative to index: Osteodystrophy",212,75924,0,0
76150210,164,"condition_era group during day -365 through 0 days relative to index: Ulcer of rectum",210,76150,0,0
76150212,165,"condition_era group during day -30 through 0 days relative to index: Ulcer of rectum",212,76150,0,0
76161210,166,"condition_era group during day -365 through 0 days relative to index: Impotence of organic origin",210,76161,0,0
76161212,167,"condition_era group during day -30 through 0 days relative to index: Impotence of organic origin",212,76161,0,0
76349210,168,"condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of urinary system",210,76349,0,0
76349212,169,"condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of urinary system",212,76349,0,0
76492210,170,"condition_era group during day -365 through 0 days relative to index: Cellulitis of digit",210,76492,0,0
76492212,171,"condition_era group during day -30 through 0 days relative to index: Cellulitis of digit",212,76492,0,0
76565210,172,"condition_era group during day -365 through 0 days relative to index: Contusion of shoulder region",210,76565,0,0
76565212,173,"condition_era group during day -30 through 0 days relative to index: Contusion of shoulder region",212,76565,0,0
76725210,174,"condition_era group during day -365 through 0 days relative to index: Anal fissure",210,76725,0,0
76725212,175,"condition_era group during day -30 through 0 days relative to index: Anal fissure",212,76725,0,0
76784210,176,"condition_era group during day -365 through 0 days relative to index: Hemarthrosis",210,76784,0,0
76786210,177,"condition_era group during day -365 through 0 days relative to index: Derangement of knee",210,76786,0,0
76797210,178,"condition_era group during day -365 through 0 days relative to index: Congenital malformation of genital organs",210,76797,0,0
77025210,179,"condition_era group during day -365 through 0 days relative to index: Diverticulitis of colon",210,77025,0,0
77025212,180,"condition_era group during day -30 through 0 days relative to index: Diverticulitis of colon",212,77025,0,0
77074210,181,"condition_era group during day -365 through 0 days relative to index: Joint pain",210,77074,0,0
77074212,182,"condition_era group during day -30 through 0 days relative to index: Joint pain",212,77074,0,0
77079210,183,"condition_era group during day -365 through 0 days relative to index: Spinal stenosis",210,77079,0,0
77079212,184,"condition_era group during day -30 through 0 days relative to index: Spinal stenosis",212,77079,0,0
77129210,185,"condition_era group during day -365 through 0 days relative to index: Closed fracture of pelvis",210,77129,0,0
77129212,186,"condition_era group during day -30 through 0 days relative to index: Closed fracture of pelvis",212,77129,0,0
77234210,187,"condition_era group during day -365 through 0 days relative to index: Benign neoplasm of colon",210,77234,0,0
77234212,188,"condition_era group during day -30 through 0 days relative to index: Benign neoplasm of colon",212,77234,0,0
77637210,189,"condition_era group during day -365 through 0 days relative to index: Recurrent dislocation of knee",210,77637,0,0
77637212,190,"condition_era group during day -30 through 0 days relative to index: Recurrent dislocation of knee",212,77637,0,0
77670210,191,"condition_era group during day -365 through 0 days relative to index: Chest pain",210,77670,0,0
77670212,192,"condition_era group during day -30 through 0 days relative to index: Chest pain",212,77670,0,0
77734210,193,"condition_era group during day -365 through 0 days relative to index: Contusion of lower leg",210,77734,0,0
77734212,194,"condition_era group during day -30 through 0 days relative to index: Contusion of lower leg",212,77734,0,0
77963210,195,"condition_era group during day -365 through 0 days relative to index: Achilles tendinitis",210,77963,0,0
77965210,196,"condition_era group during day -365 through 0 days relative to index: Acquired trigger finger",210,77965,0,0
77965212,197,"condition_era group during day -30 through 0 days relative to index: Acquired trigger finger",212,77965,0,0
78097210,198,"condition_era group during day -365 through 0 days relative to index: Secondary malignant neoplasm of bone",210,78097,0,0
78097212,199,"condition_era group during day -30 through 0 days relative to index: Secondary malignant neoplasm of bone",212,78097,0,0
78162210,200,"condition_era group during day -365 through 0 days relative to index: Peripheral vertigo",210,78162,0,0
78162212,201,"condition_era group during day -30 through 0 days relative to index: Peripheral vertigo",212,78162,0,0
78227210,202,"condition_era group during day -365 through 0 days relative to index: Degenerative joint disease of hand",210,78227,0,0
78227212,203,"condition_era group during day -30 through 0 days relative to index: Degenerative joint disease of hand",212,78227,0,0
78228210,204,"condition_era group during day -365 through 0 days relative to index: Joint derangement",210,78228,0,0
78273210,205,"condition_era group during day -365 through 0 days relative to index: Closed fracture of multiple ribs",210,78273,0,0
78273212,206,"condition_era group during day -30 through 0 days relative to index: Closed fracture of multiple ribs",212,78273,0,0
78472210,207,"condition_era group during day -365 through 0 days relative to index: Microscopic hematuria",210,78472,0,0
78472212,208,"condition_era group during day -30 through 0 days relative to index: Microscopic hematuria",212,78472,0,0
78474210,209,"condition_era group during day -365 through 0 days relative to index: Hypertrophy of breast",210,78474,0,0
78474212,210,"condition_era group during day -30 through 0 days relative to index: Hypertrophy of breast",212,78474,0,0
78508210,211,"condition_era group during day -365 through 0 days relative to index: Arthralgia of the ankle and/or foot",210,78508,0,0
78508212,212,"condition_era group during day -30 through 0 days relative to index: Arthralgia of the ankle and/or foot",212,78508,0,0
78524210,213,"condition_era group during day -365 through 0 days relative to index: Acquired deformity of finger",210,78524,0,0
78524212,214,"condition_era group during day -30 through 0 days relative to index: Acquired deformity of finger",212,78524,0,0
78619210,215,"condition_era group during day -365 through 0 days relative to index: Contusion of knee",210,78619,0,0
78619212,216,"condition_era group during day -30 through 0 days relative to index: Contusion of knee",212,78619,0,0
78706210,217,"condition_era group during day -365 through 0 days relative to index: Benign neoplasm of urinary system",210,78706,0,0
78706212,218,"condition_era group during day -30 through 0 days relative to index: Benign neoplasm of urinary system",212,78706,0,0
78786210,219,"condition_era group during day -365 through 0 days relative to index: Pleurisy",210,78786,0,0
78786212,220,"condition_era group during day -30 through 0 days relative to index: Pleurisy",212,78786,0,0
78829210,221,"condition_era group during day -365 through 0 days relative to index: Pyogenic arthritis of the ankle and/or foot",210,78829,0,0
78829212,222,"condition_era group during day -30 through 0 days relative to index: Pyogenic arthritis of the ankle and/or foot",212,78829,0,0
78987210,223,"condition_era group during day -365 through 0 days relative to index: Secondary malignant neoplasm of urinary system",210,78987,0,0
79061210,224,"condition_era group during day -365 through 0 days relative to index: Slow transit constipation",210,79061,0,0
79061212,225,"condition_era group during day -30 through 0 days relative to index: Slow transit constipation",212,79061,0,0
79106210,226,"condition_era group during day -365 through 0 days relative to index: Arthralgia of the pelvic region and thigh",210,79106,0,0
79106212,227,"condition_era group during day -30 through 0 days relative to index: Arthralgia of the pelvic region and thigh",212,79106,0,0
79232210,228,"condition_era group during day -365 through 0 days relative to index: Burn of ankle",210,79232,0,0
79232212,229,"condition_era group during day -30 through 0 days relative to index: Burn of ankle",212,79232,0,0
79765210,230,"condition_era group during day -365 through 0 days relative to index: Neoplasm of uncertain behavior of urinary system",210,79765,0,0
79765212,231,"condition_era group during day -30 through 0 days relative to index: Neoplasm of uncertain behavior of urinary system",212,79765,0,0
79768210,232,"condition_era group during day -365 through 0 days relative to index: Neoplasm of urinary system",210,79768,0,0
79768212,233,"condition_era group during day -30 through 0 days relative to index: Neoplasm of urinary system",212,79768,0,0
79864210,234,"condition_era group during day -365 through 0 days relative to index: Hematuria syndrome",210,79864,0,0
79864212,235,"condition_era group during day -30 through 0 days relative to index: Hematuria syndrome",212,79864,0,0
79884210,236,"condition_era group during day -365 through 0 days relative to index: Galactorrhea not associated with childbirth",210,79884,0,0
79936210,237,"condition_era group during day -365 through 0 days relative to index: Polyuria",210,79936,0,0
80180210,238,"condition_era group during day -365 through 0 days relative to index: Osteoarthritis",210,80180,0,0
80180212,239,"condition_era group during day -30 through 0 days relative to index: Osteoarthritis",212,80180,0,0
80183210,240,"condition_era group during day -365 through 0 days relative to index: Localized, secondary osteoarthritis of the ankle and/or foot",210,80183,0,0
80232210,241,"condition_era group during day -365 through 0 days relative to index: Closed fracture of calcaneus",210,80232,0,0
80232212,242,"condition_era group during day -30 through 0 days relative to index: Closed fracture of calcaneus",212,80232,0,0
80482210,243,"condition_era group during day -365 through 0 days relative to index: Suppurative arthritis",210,80482,0,0
80482212,244,"condition_era group during day -30 through 0 days relative to index: Suppurative arthritis",212,80482,0,0
80484210,245,"condition_era group during day -365 through 0 days relative to index: Crystal arthropathy",210,80484,0,0
80484212,246,"condition_era group during day -30 through 0 days relative to index: Crystal arthropathy",212,80484,0,0
80493210,247,"condition_era group during day -365 through 0 days relative to index: Ankylosis of joint",210,80493,0,0
80494210,248,"condition_era group during day -365 through 0 days relative to index: Arthropathy associated with another disorder",210,80494,0,0
