"covariateId","covariateName","analysisId","conceptId","covariateValue"
3010156704,"measurement during day -30 through 0 days relative to index: C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method",704,3010156,-0.686982925003377
21601634413,"drug_era group during day 0 through 0 days relative to index: ANTIVARICOSE THERAPY",413,21601634,-0.477450268800073
3004501704,"measurement during day -30 through 0 days relative to index: Glucose [Mass/volume] in Serum or Plasma",704,3004501,-0.444224368877204
942350410,"drug_era group during day -365 through 0 days relative to index: torsemide",410,942350,-0.388894837301007
4030520210,"condition_era group during day -365 through 0 days relative to index: End stage renal failure on dialysis",210,4030520,-0.274852754901313
4046988804,"observation during day -30 through 0 days relative to index: Blood pressure monitoring",804,4046988,-0.270971825812059
30359952712,"measurement within normal range during day -30 through 0 days relative to index: Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma",712,3035995,-0.253672914213223
30191981712,"measurement below normal range during day -30 through 0 days relative to index: Lymphocytes [#/volume] in Blood",712,3019198,-0.230300269199268
40757587702,"measurement during day -365 through 0 days relative to index: Urea reduction ratio in Serum or Plasma",702,40757587,-0.228968370504041
3004789702,"measurement during day -365 through 0 days relative to index: Transferrin [Mass/volume] in Serum or Plasma",702,3004789,0.205824597792234
1545958410,"drug_era group during day -365 through 0 days relative to index: atorvastatin",410,1545958,0.204384354458956
30520232710,"measurement within normal range during day -365 through 0 days relative to index: Hepatitis C virus Ab Signal/Cutoff in Serum or Plasma by Immunoassay",710,3052023,-0.199833122127443
30289233710,"measurement above normal range during day -365 through 0 days relative to index: Bacteria [#/area] in Urine sediment by Automated count",710,3028923,0.195639911721966
3013721704,"measurement during day -30 through 0 days relative to index: Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma",704,3013721,-0.190102390872589
30137212712,"measurement within normal range during day -30 through 0 days relative to index: Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma",712,3013721,-0.174759009998472
443732210,"condition_era group during day -365 through 0 days relative to index: Disorder due to type 2 diabetes mellitus",210,443732,0.170728988112367
21601167412,"drug_era group during day -30 through 0 days relative to index: IRRIGATING SOLUTIONS",412,21601167,-0.163170609740677
30136823712,"measurement above normal range during day -30 through 0 days relative to index: Urea nitrogen [Mass/volume] in Serum or Plasma",712,3013682,-0.155869699003016
30097441712,"measurement below normal range during day -30 through 0 days relative to index: MCHC [Mass/volume] by Automated count",712,3009744,-0.152154421498192
1308842410,"drug_era group during day -365 through 0 days relative to index: valsartan",410,1308842,-0.151013697492103
30360053710,"measurement above normal range during day -365 through 0 days relative to index: Urine sediment comments by Light microscopy Narrative",710,3036005,0.129176466849512
1103314412,"drug_era group during day -30 through 0 days relative to index: tramadol",412,1103314,0.127930346501672
193782210,"condition_era group during day -365 through 0 days relative to index: End-stage renal disease",210,193782,-0.101298927356109
4264477502,"procedure_occurrence during day -365 through 0 days relative to index: Diagnostic radiography of abdomen",502,4264477,0.0922593333105193
30191982710,"measurement within normal range during day -365 through 0 days relative to index: Lymphocytes [#/volume] in Blood",710,3019198,0.089989995895179
30231033712,"measurement above normal range during day -30 through 0 days relative to index: Potassium [Moles/volume] in Serum or Plasma",712,3023103,-0.0866530513099087
30009631712,"measurement below normal range during day -30 through 0 days relative to index: Hemoglobin [Mass/volume] in Blood",712,3000963,-0.0864951212176441
30172502710,"measurement within normal range during day -365 through 0 days relative to index: Creatinine [Mass/volume] in Urine",710,3017250,0.0824433223037974
30249291712,"measurement below normal range during day -30 through 0 days relative to index: Platelets [#/volume] in Blood by Automated count",712,3024929,-0.0774554047903689
30394172710,"measurement within normal range during day -365 through 0 days relative to index: Platelet distribution width [Ratio] in Blood",710,3039417,-0.0752210171717303
21604254410,"drug_era group during day -365 through 0 days relative to index: OPIOIDS",410,21604254,0.0735168628974282
30145762712,"measurement within normal range during day -30 through 0 days relative to index: Chloride [Moles/volume] in Serum or Plasma",712,3014576,-0.068286893793849
30198973710,"measurement above normal range during day -365 through 0 days relative to index: Erythrocyte distribution width [Ratio] by Automated count",710,3019897,-0.0641126884020636
30044102710,"measurement within normal range during day -365 through 0 days relative to index: Hemoglobin A1c/Hemoglobin.total in Blood",710,3004410,0.0629123486204313
21603409410,"drug_era group during day -365 through 0 days relative to index: Other cough suppressants",410,21603409,-0.0625232293393638
21602515410,"drug_era group during day -365 through 0 days relative to index: Natural and semisynthetic estrogens, plain",410,21602515,-0.0619580038268949
30239932712,"measurement within normal range during day -30 through 0 days relative to index: Large unstained cells [#/volume] in Blood",712,3023993,-0.0574715853027696
443731210,"condition_era group during day -365 through 0 days relative to index: Renal disorder due to type 2 diabetes mellitus",210,443731,0.0555563847590434
30009051712,"measurement below normal range during day -30 through 0 days relative to index: Leukocytes [#/volume] in Blood by Automated count",712,3000905,-0.0520122538773926
30145763710,"measurement above normal range during day -365 through 0 days relative to index: Chloride [Moles/volume] in Serum or Plasma",710,3014576,0.0465549991730784
30269102710,"measurement within normal range during day -365 through 0 days relative to index: Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma",710,3026910,0.0426786605247696
30231032712,"measurement within normal range during day -30 through 0 days relative to index: Potassium [Moles/volume] in Serum or Plasma",712,3023103,-0.0378106481065626
30271141710,"measurement below normal range during day -365 through 0 days relative to index: Cholesterol [Mass/volume] in Serum or Plasma",710,3027114,-0.0346060147767168
